作品ID,作品名,作品名読み,分類番号,文字遣い種別,人物ID,姓,名,姓読み,名読み,テキストファイルURL,XHTML/HTMLファイルURL
056119,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56119_ruby_56292.zip,https://www.aozora.gr.jp/cards/001670/files/56119_56064.html
056120,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56120_ruby_56255.zip,https://www.aozora.gr.jp/cards/001670/files/56120_56066.html
056121,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56121_ruby_56259.zip,https://www.aozora.gr.jp/cards/001670/files/56121_56070.html
056122,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56122_ruby_56263.zip,https://www.aozora.gr.jp/cards/001670/files/56122_56074.html
056123,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56123_ruby_56267.zip,https://www.aozora.gr.jp/cards/001670/files/56123_56078.html
056124,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56124_ruby_56272.zip,https://www.aozora.gr.jp/cards/001670/files/56124_56083.html
056125,奇談クラブ〔戦後版〕,きだんクラブ〔せんごばん〕,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56125_ruby_56277.zip,https://www.aozora.gr.jp/cards/001670/files/56125_56088.html
056096,禁断の死針,きんだんのししん,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56096_ruby_57017.zip,https://www.aozora.gr.jp/cards/001670/files/56096_57059.html
056105,十字架観音,クルスかんのん,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56105_ruby_56938.zip,https://www.aozora.gr.jp/cards/001670/files/56105_56984.html
056097,幻術天魔太郎,げんじゅつてんまたろう,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56097_ruby_56946.zip,https://www.aozora.gr.jp/cards/001670/files/56097_56992.html
056705,九つの鍵,ここのつのかぎ,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56705_ruby_57380.zip,https://www.aozora.gr.jp/cards/001670/files/56705_57428.html
056706,古城の真昼,こじょうのまひる,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56706_ruby_57381.zip,https://www.aozora.gr.jp/cards/001670/files/56706_57429.html
056707,古銭の謎,こせんのなぞ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56707_ruby_57438.zip,https://www.aozora.gr.jp/cards/001670/files/56707_57475.html
056709,死の予告,しのよこく,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56709_ruby_57447.zip,https://www.aozora.gr.jp/cards/001670/files/56709_57484.html
056710,水中の宮殿,すいちゅうのきゅうでん,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56710_ruby_57469.zip,https://www.aozora.gr.jp/cards/001670/files/56710_57506.html
056372,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56372_ruby_63483.zip,https://www.aozora.gr.jp/cards/001670/files/56372_63527.html
056278,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56278_ruby_63495.zip,https://www.aozora.gr.jp/cards/001670/files/56278_63539.html
056314,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56314_ruby_63503.zip,https://www.aozora.gr.jp/cards/001670/files/56314_63547.html
057231,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57231_ruby_63517.zip,https://www.aozora.gr.jp/cards/001670/files/57231_63561.html
056220,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56220_ruby_60055.zip,https://www.aozora.gr.jp/cards/001670/files/56220_60101.html
057233,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57233_ruby_63788.zip,https://www.aozora.gr.jp/cards/001670/files/57233_63868.html
056383,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56383_ruby_63795.zip,https://www.aozora.gr.jp/cards/001670/files/56383_63875.html
056347,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56347_ruby_63801.zip,https://www.aozora.gr.jp/cards/001670/files/56347_63881.html
056318,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56318_ruby_63817.zip,https://www.aozora.gr.jp/cards/001670/files/56318_63897.html
057216,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57216_ruby_63826.zip,https://www.aozora.gr.jp/cards/001670/files/57216_63906.html
056301,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56301_ruby_64014.zip,https://www.aozora.gr.jp/cards/001670/files/56301_64106.html
056216,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56216_ruby_58698.zip,https://www.aozora.gr.jp/cards/001670/files/56216_58736.html
056302,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56302_ruby_64024.zip,https://www.aozora.gr.jp/cards/001670/files/56302_64116.html
056371,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56371_ruby_64039.zip,https://www.aozora.gr.jp/cards/001670/files/56371_64131.html
056205,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56205_ruby_60066.zip,https://www.aozora.gr.jp/cards/001670/files/56205_60112.html
056300,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56300_ruby_60072.zip,https://www.aozora.gr.jp/cards/001670/files/56300_60118.html
056208,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56208_ruby_60077.zip,https://www.aozora.gr.jp/cards/001670/files/56208_60123.html
056387,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56387_ruby_64049.zip,https://www.aozora.gr.jp/cards/001670/files/56387_64141.html
056352,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56352_ruby_62083.zip,https://www.aozora.gr.jp/cards/001670/files/56352_62084.html
056284,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56284_ruby_64286.zip,https://www.aozora.gr.jp/cards/001670/files/56284_64335.html
056276,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56276_ruby_64320.zip,https://www.aozora.gr.jp/cards/001670/files/56276_64369.html
056309,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56309_ruby_64553.zip,https://www.aozora.gr.jp/cards/001670/files/56309_64605.html
056204,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56204_ruby_62081.zip,https://www.aozora.gr.jp/cards/001670/files/56204_62082.html
056217,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56217_ruby_63028.zip,https://www.aozora.gr.jp/cards/001670/files/56217_63076.html
056288,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56288_ruby_58704.zip,https://www.aozora.gr.jp/cards/001670/files/56288_58742.html
056206,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56206_ruby_62087.zip,https://www.aozora.gr.jp/cards/001670/files/56206_62088.html
056222,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56222_ruby_60083.zip,https://www.aozora.gr.jp/cards/001670/files/56222_60129.html
056201,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56201_ruby_60088.zip,https://www.aozora.gr.jp/cards/001670/files/56201_60134.html
056207,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56207_ruby_62093.zip,https://www.aozora.gr.jp/cards/001670/files/56207_62094.html
056213,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56213_ruby_62095.zip,https://www.aozora.gr.jp/cards/001670/files/56213_62096.html
056212,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56212_ruby_62097.zip,https://www.aozora.gr.jp/cards/001670/files/56212_62098.html
056315,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56315_ruby_62503.zip,https://www.aozora.gr.jp/cards/001670/files/56315_62545.html
056215,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56215_ruby_62507.zip,https://www.aozora.gr.jp/cards/001670/files/56215_62549.html
056209,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56209_ruby_62512.zip,https://www.aozora.gr.jp/cards/001670/files/56209_62554.html
056218,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56218_ruby_60093.zip,https://www.aozora.gr.jp/cards/001670/files/56218_60139.html
056287,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56287_ruby_62516.zip,https://www.aozora.gr.jp/cards/001670/files/56287_62558.html
056210,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56210_ruby_60097.zip,https://www.aozora.gr.jp/cards/001670/files/56210_60143.html
056219,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56219_ruby_62519.zip,https://www.aozora.gr.jp/cards/001670/files/56219_62561.html
056214,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56214_ruby_62521.zip,https://www.aozora.gr.jp/cards/001670/files/56214_62563.html
056363,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56363_ruby_62528.zip,https://www.aozora.gr.jp/cards/001670/files/56363_62570.html
056275,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56275_ruby_62532.zip,https://www.aozora.gr.jp/cards/001670/files/56275_62574.html
056349,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56349_ruby_62537.zip,https://www.aozora.gr.jp/cards/001670/files/56349_62579.html
056200,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56200_ruby_62542.zip,https://www.aozora.gr.jp/cards/001670/files/56200_62584.html
056203,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56203_ruby_62755.zip,https://www.aozora.gr.jp/cards/001670/files/56203_62842.html
056202,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56202_ruby_62760.zip,https://www.aozora.gr.jp/cards/001670/files/56202_62847.html
056211,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56211_ruby_58713.zip,https://www.aozora.gr.jp/cards/001670/files/56211_58751.html
056367,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56367_ruby_62767.zip,https://www.aozora.gr.jp/cards/001670/files/56367_62854.html
056223,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56223_ruby_62770.zip,https://www.aozora.gr.jp/cards/001670/files/56223_62857.html
056364,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56364_ruby_62774.zip,https://www.aozora.gr.jp/cards/001670/files/56364_62861.html
056365,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56365_ruby_62780.zip,https://www.aozora.gr.jp/cards/001670/files/56365_62867.html
056377,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56377_ruby_59665.zip,https://www.aozora.gr.jp/cards/001670/files/56377_59666.html
056373,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56373_ruby_59965.zip,https://www.aozora.gr.jp/cards/001670/files/56373_60010.html
056374,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56374_ruby_58048.zip,https://www.aozora.gr.jp/cards/001670/files/56374_58079.html
056397,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56397_ruby_58049.zip,https://www.aozora.gr.jp/cards/001670/files/56397_58080.html
056403,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56403_ruby_59973.zip,https://www.aozora.gr.jp/cards/001670/files/56403_60018.html
056401,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56401_ruby_59979.zip,https://www.aozora.gr.jp/cards/001670/files/56401_60024.html
056407,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56407_ruby_59988.zip,https://www.aozora.gr.jp/cards/001670/files/56407_60033.html
056395,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56395_ruby_59993.zip,https://www.aozora.gr.jp/cards/001670/files/56395_60038.html
056396,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56396_ruby_60000.zip,https://www.aozora.gr.jp/cards/001670/files/56396_60045.html
056392,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56392_ruby_60003.zip,https://www.aozora.gr.jp/cards/001670/files/56392_60048.html
056399,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56399_ruby_56299.zip,https://www.aozora.gr.jp/cards/001670/files/56399_56347.html
057215,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57215_ruby_61613.zip,https://www.aozora.gr.jp/cards/001670/files/57215_61618.html
057205,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57205_ruby_61614.zip,https://www.aozora.gr.jp/cards/001670/files/57205_61619.html
057208,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57208_ruby_61615.zip,https://www.aozora.gr.jp/cards/001670/files/57208_61620.html
057204,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57204_ruby_61616.zip,https://www.aozora.gr.jp/cards/001670/files/57204_61621.html
057203,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57203_ruby_61617.zip,https://www.aozora.gr.jp/cards/001670/files/57203_61622.html
057198,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57198_ruby_61956.zip,https://www.aozora.gr.jp/cards/001670/files/57198_61957.html
057200,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57200_ruby_61966.zip,https://www.aozora.gr.jp/cards/001670/files/57200_61967.html
057199,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57199_ruby_61974.zip,https://www.aozora.gr.jp/cards/001670/files/57199_61975.html
058211,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/58211_ruby_64304.zip,https://www.aozora.gr.jp/cards/001670/files/58211_64353.html
057201,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57201_ruby_61993.zip,https://www.aozora.gr.jp/cards/001670/files/57201_61992.html
057202,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57202_ruby_62017.zip,https://www.aozora.gr.jp/cards/001670/files/57202_62016.html
056221,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56221_ruby_58051.zip,https://www.aozora.gr.jp/cards/001670/files/56221_58082.html
057210,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57210_ruby_62089.zip,https://www.aozora.gr.jp/cards/001670/files/57210_62090.html
057209,銭形平次捕物控,ぜにがたへいじとりものひかえ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/57209_ruby_62085.zip,https://www.aozora.gr.jp/cards/001670/files/57209_62086.html
056708,死の舞踏,ダンスマカブル,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56708_ruby_57439.zip,https://www.aozora.gr.jp/cards/001670/files/56708_57476.html
056104,礫心中,つぶてしんじゅう,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56104_ruby_57043.zip,https://www.aozora.gr.jp/cards/001670/files/56104_57085.html
056712,天才兄妹,てんさいけいまい,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56712_ruby_57531.zip,https://www.aozora.gr.jp/cards/001670/files/56712_57577.html
056098,天保の飛行術,てんぽうのひこうじゅつ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56098_ruby_56952.zip,https://www.aozora.gr.jp/cards/001670/files/56098_56998.html
056713,眠り人形,ねむりにんぎょう,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56713_ruby_57530.zip,https://www.aozora.gr.jp/cards/001670/files/56713_57576.html
056714,呪の金剛石,のろいのダイヤモンド,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56714_ruby_57446.zip,https://www.aozora.gr.jp/cards/001670/files/56714_57483.html
056715,向日葵の眼,ひまわりのめ,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56715_ruby_57541.zip,https://www.aozora.gr.jp/cards/001670/files/56715_57587.html
056100,百唇の譜,ひゃくしんのふ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56100_ruby_56959.zip,https://www.aozora.gr.jp/cards/001670/files/56100_57005.html
056711,葬送行進曲,ヒューネラル・マーチ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56711_ruby_57455.zip,https://www.aozora.gr.jp/cards/001670/files/56711_57492.html
056716,法悦クラブ,ほうえつクラブ,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56716_ruby_57454.zip,https://www.aozora.gr.jp/cards/001670/files/56716_57491.html
056717,判官三郎の正体,ほうがんさぶろうのしょうたい,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56717_ruby_57463.zip,https://www.aozora.gr.jp/cards/001670/files/56717_57500.html
056718,焔の中に歌う,ほのおのなかにうたう,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56718_ruby_57542.zip,https://www.aozora.gr.jp/cards/001670/files/56718_57588.html
056719,身代りの花嫁,みがわりのはなよめ,NDC K913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56719_ruby_57543.zip,https://www.aozora.gr.jp/cards/001670/files/56719_57589.html
056101,芳年写生帖,よしとししゃせいちょう,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56101_ruby_57027.zip,https://www.aozora.gr.jp/cards/001670/files/56101_57069.html
056102,裸身の女仙,らしんのにょせん,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56102_ruby_57032.zip,https://www.aozora.gr.jp/cards/001670/files/56102_57074.html
056720,流行作家の死,りゅうこうさっかのし,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56720_ruby_57464.zip,https://www.aozora.gr.jp/cards/001670/files/56720_57501.html
056103,猟色の果,りょうしょくのはて,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56103_ruby_57037.zip,https://www.aozora.gr.jp/cards/001670/files/56103_57079.html
056721,笑う悪魔,わらうあくま,NDC 913,新字新仮名,001670,野村,胡堂,のむら,こどう,https://www.aozora.gr.jp/cards/001670/files/56721_ruby_57470.zip,https://www.aozora.gr.jp/cards/001670/files/56721_57507.html
001770,ウォーソン夫人の黒猫,ウォーソンふじんのくろねこ,NDC 913,新字新仮名,000067,萩原,朔太郎,はぎわら,さくたろう,https://www.aozora.gr.jp/cards/000067/files/1770_ruby_4224.zip,https://www.aozora.gr.jp/cards/000067/files/1770_58420.html
001771,日清戦争異聞,にっしんせんそういぶん,NDC 913,新字新仮名,000067,萩原,朔太郎,はぎわら,さくたろう,https://www.aozora.gr.jp/cards/000067/files/1771_ruby_4225.zip,https://www.aozora.gr.jp/cards/000067/files/1771_45449.html
000641,猫町,ねこまち,NDC 913,新字新仮名,000067,萩原,朔太郎,はぎわら,さくたろう,https://www.aozora.gr.jp/cards/000067/files/641_ruby_21646.zip,https://www.aozora.gr.jp/cards/000067/files/641_21647.html
