書誌ID	タイトル	副題	巻号	責任表示	出版者	出版年	ISBN	判型	ページ数	ジャンル1	ジャンル2	ジャンル3	ジャンル4	責任表示ID
BK_96033196	極道相場	｢小説｣公的資金の内幕		本所次郎|著	立風書房	1995	4651660681	20cm	293	9 文学	913	0093		00124335
BK_96033291	人間通			谷沢永一|著	新潮社	1995	4106004895	19cm	212	9 文学	914	0395		00082732
BK_96033397	太陽の子	長編小説		灰谷健次郎|著	理論社	1996	465207154X	20cm	406	分類なし		0093		00099478
BK_96034193	NTTふれあいトーク大賞100選		第10回	日本電信電話株式会社宣伝部|編	NTT出版	1996	487188421X	15cm	333	0 総記	049	0195		00274184
BK_96034219	ヒーリング・ハイ	オーラ体験と精神世界		山川健一|著	早川書房	1995	4152079851	20cm	235	1 哲学	147	0095		00132596
BK_96034245	霊場巡礼		1	五来重|著	角川書店	1995	4045113010	19cm	349	1 哲学	185	0314		00005915
BK_96034353	サラリーマン絶体絶命賃金崩壊			海江田万里|著	主婦と生活社	1995	4391117940	20cm	229	3 社会科学	332	0033		00135155
BK_96034356	アジア太平洋フュージョン	APECと日本		船橋洋一|著	中央公論社	1995	4120025055	20cm	430	3 社会科学	333	0031		00100393
BK_96034954	覇王不比等		第3部	黒須紀一郎|著	作品社	1995	4878932449	20cm	325	9 文学	913	0093		00332004
BK_96035462	本多勝一集		第19巻		朝日新聞社	1996	4022567694	20cm	446	0 総記	081	0336		00012116
BK_96035523	対論日本における政治と宗教	創価学会・公明のめざすもの		野崎勲，高瀬広居|著;ワイズ・ジャパン|編	財界通信社	1995	4914991012	19cm	281	1 哲学	188	1014		00112933;00079008;00408252
BK_96035563	大和・飛鳥考古学散歩			伊達宗泰|著	学生社	1996	4311201966	19cm	246	2 歴史	210	0026		00004678
BK_96035711	風が吹く日は社員に会いたい	小さな会社は"事件"がいっぱい		たかはたけいこ|著	アリアドネ企画	1996	4384022948	20cm	223	3 社会科学	330	0095		00327192
BK_96035832	ボランティア革命	大震災での経験を市民活動ヘ		本間正明，出口正之|編著	東洋経済新報社	1996	4492221417	21cm	214	3 社会科学	369	3036		00142528;00320401
BK_96035934	京都の三大祭			所功|著	角川書店	1996	4047032689	19cm	291	3 社会科学	386	0339		00084594
BK_96036023	脳とこころ	内なる宇宙の不思議		山本健一|著	講談社	1996	4062580675	19cm	270	4 自然科学	493	0345		00408348
BK_96036278	横尾忠則365日の伝説			木部与巴仁|著	新潮社	1995	4104096016	20cm	313	7 芸術・美術	723	0095		00408404
BK_96036419	千利休の創意	冷・凍・寂・枯からの飛躍		矢部良明|著	角川書店	1995	4048511106	21cm	325	7 芸術・美術	791	0070		00091468
BK_96036565	大暗室			江戸川乱歩|著	東京創元社	1996	4488401139	15cm	428	9 文学	913	0193		00005076
BK_96036919	わが心の｢時事通信｣闘争史	日本マスコミの内幕的一断面		梅本浩志|著	社会評論社	1996	4784503161	19cm	377	0 総記	070	0030		00088608
BK_96036950	｢どうにもならない時｣は穴を掘れ	愛と目的を失った人の心理		加藤諦三|著	講談社	1996	4062640139	19cm	280	1 哲学	159	0095		00028058
BK_96037088	さすらいの麻婆豆腐	陳さんの四川料理人生		陳建民|著	平凡社	1996	4582761313	16cm	249	2 歴史	289	0377		00177024
BK_96037175	宗教の戦争責任	神社の海外進出と仏教の植民地布教		アジアに対する日本の戦争責任を問う民衆法廷準備会|編	樹花舎	1996	4795250251	21cm	87	3 社会科学	319	0321		00259137
BK_96037216	解説条約集			小田滋，石本泰雄|編	三省堂	1996	4385312370	19cm	758	3 社会科学	329	3032		00057392;00021532
BK_96037294	日本のベンチャーキャピタル	未来への戦略投資		浜田康行|著	日本経済新聞社	1996	4532144604	20cm	318	3 社会科学	338	3034		00177641
BK_96037402	目でみる江戸・明治百科		第1巻	国書刊行会|編	国書刊行会	1996	4336037965	14×20cm	149	3 社会科学	382	0039		00288654
BK_96038050	海は涸いていた			白川道|著	新潮社	1996	4106027437	20cm	338	9 文学	913	0393		00364253
BK_96038097	ネヌウェンラーの密室			小森健太朗|著	講談社	1996	4061818724	18cm	301	9 文学	913	0293		00369198
BK_96038105	花川戸へ			樋口修吉|著	中央公論社	1995	412002508X	20cm	430	9 文学	913	0093		00136949
BK_96038107	人質カノン			宮部みゆき|著	文芸春秋	1996	4163160701	20cm	274	9 文学	913	0093		00183821
BK_96038128	舫鬼九郎			高橋克彦|著	新潮社	1996	410144711X	15cm	349	9 文学	913	0193		00077724
BK_96038132	夜ごとの闇の奥底で			小池真理子|著	新潮社	1996	4101440115	15cm	460	9 文学	913	0193		00102609
BK_96038203	アタック！フューチャーズ			田中館哲彦|作;浅香守生|絵	汐文社	1996	4811302990	22cm	125	分類なし		8393		00141631
BK_96038222	西の魔女が死んだ			梨木香歩|著	小学館	1996	4092896107	20cm	205	分類なし		8093		00368906
BK_96038753	セファラード	スペイン・ユダヤ人の500年間の歴史・伝統・音楽		リリアーナ・トレヴェス・アルカライ|著;谷口勇|訳	而立書房	1996	4880592102	22cm	222	2 歴史	236	0039		00516636;00108069
BK_96039057	美食のフランス	歴史と風土		ジャン=ロベール・ピット|著;千石玲子|訳	白水社	1996	4560028958	20cm	227	3 社会科学	383	0022		00515559;00138084
BK_96039293	平家納経の世界			小松茂美|著	中央公論社	1995	4122024897	16cm	379	7 芸術・美術	702	1121		00034629
BK_96039647	救急外来			江川晴|著	集英社	1996	4087484270	16cm	268	9 文学	913	0193		00110258
BK_96039692	まほうの電車			堀田あけみ|著	角川書店	1996	4041852056	15cm	254	9 文学	913	0193		00120917
BK_96039746	大岡昇平全集		13	大江健三郎|ほか編	筑摩書房	1996	4480702733	22cm	705	9 文学	918	0393		00062203
BK_96039758	依頼なき弁護		上	スティーヴ・マルティニ|著;菊谷匡祐|訳	集英社	1996	408760277X	16cm	345	9 文学	933	0197		00471157;00172671
BK_96040070	ひろさちやのこころが楽になる言葉			ひろさちや|著	徳間書店	1996	4198604258	20cm	253	1 哲学	159	0015		00100038
BK_96040213	刑法			板倉宏|著	有斐閣	1996	4641058105	19cm	430	3 社会科学	326	1332		00022083
BK_96040238	中国てなもんや商社			谷崎光|著	文芸春秋	1996	4163512306	19cm	270	3 社会科学	335	0095		00410405
BK_96040315	新しいボランティアひろがるネットワーク	動き始めたサラリーマンシニアたち		シニアプラン開発機構|編	ミネルヴァ書房	1996	4623026124	19cm	284	3 社会科学	369	0336		00280915
BK_96040382	水と温泉の文化史			アルヴ・リトル・クルーティエ|著;武者圭子|訳	三省堂	1996	4385355037	22cm	310	3 社会科学	383	0020		00465107;00191431
BK_96040487	脳内革命	脳から出るホルモンが生き方を変える		春山茂雄|著	サンマーク出版	1996	4763191233	20cm	237	4 自然科学	498	0030		00410473
BK_96040638	通商交渉国益を巡るドラマ			畠山襄|著	日本経済新聞社	1996	4532161827	20cm	301	6 産業	678	0031		00410516
BK_96040766	映画の神話学			蓮実重彦|著	筑摩書房	1996	4480082433	15cm	303	7 芸術・美術	778	0174		00008618
BK_96040838	新・ちくま文学の森		16	鶴見俊輔|ほか編	筑摩書房	1996	4480101365	20cm	367	9 文学	908	0393		00086730
BK_96040957	やわらかい扉			岩瀬成子|著	ベネッセコーポレーション	1996	4828825185	20cm	244	9 文学	913	0093		00119367
BK_96041027	ゲーテ	その生涯と作品		アルベルト・ビルショフスキ|著;高橋義孝，佐藤正樹|訳	岩波書店	1996	4000006398	22cm	1268	9 文学	940	0098		00512050;00078346;00209411
BK_96041032	トルバドゥール恋愛詩選			沓掛良彦|編訳	平凡社	1996	4582301290	20cm	403	9 文学	959	0098		00175577
BK_96041116	ポシェット童話			糸井重里|ほか著	北宋社	1995	4938620871	18cm	211	分類なし		0093		00101358
BK_96041901	夕刊フジの事件簿	オウム真理教騒動・阪神大震災の巻		夕刊フジ編集局|著	総合法令出版	1995	4893464698	19cm	302	3 社会科学	326	0036		00309457
BK_96042100	丹沢讃花			安原修次|撮影・著	ほおずき書籍	1995	479522031X	22cm	182	4 自然科学	477	0072		00136669
BK_96042123	赤ちゃんを愛せない	マタニティ・ブルーをのりこえる12章		カレン・R.クレイマン，ヴァレリー・D.ラスキン|著;村本邦子，山口知子|訳	創元社	1996	4422111728	19cm	312	4 自然科学	493	0011		00514324;00515714;00196971;00346953
BK_96042361	ダウンタウン浜ちゃん松ちゃんごっつええ話			大阪ダウンタウン研究会|著	鹿砦社	1995	4846300927	19cm	191	7 芸術・美術	779	0095		00411190
BK_96042381	漢字百科大事典			佐藤喜代治|ほか編著	明治書院	1996	4625400643	27cm	1730	8 言語	811	3587		00068151
BK_96042446	いつかまた逢える			水橋文美江|脚本;田村章|ノベライズ	フジテレビ出版	1995	459401805X	19cm	255	9 文学	913	0093		00384820;00219510
BK_96042518	特別任務			エイプリル・スミス|著;入江真佐子|訳	早川書房	1996	4152079916	20cm	317	9 文学	933	0097		00516270;00188384
BK_96042520	バド・ウィギンズ氏のおかしな人生		下	ブルース・ワグナー|著;柳下毅一郎|訳	扶桑社	1995	4594018165	16cm	392	9 文学	933	0197		00516800;00218444
BK_96042524	リバー・ソロー			クレイグ・ホールデン|著;近藤純夫|訳	扶桑社	1995	4594018203	16cm	560	9 文学	933	0197		00513942;00143064
BK_96042528	フランス・ロマン主義とエゾテリスム			安斎千秋|著	近代文芸社	1996	4773352051	20cm	300	9 文学	950	0095		00002052
BK_96042815	神々の指紋		上	グラハム・ハンコック|著;大地舜|訳	翔泳社	1996	4881353489	20cm	397	2 歴史	209	0022		00467879;00208667
BK_96042879	李登輝伝			伊藤潔|著	文芸春秋	1996	4163511709	20cm	244	2 歴史	289	0031		00178087
BK_96042896	激動の世界で私が考えて来たこと			小田実|著	近代文芸社	1996	4773353198	20cm	541	3 社会科学	304	0095		00057351
BK_96042980	情報と脳と欲望	マルチメディア社会の虚実を読む		北村美遵|著	中央公論社	1995	4120025179	20cm	253	3 社会科学	361	0030		00215886
BK_96043162	日本の味探究事典			岡田哲|編	東京堂出版	1996	4490104103	20cm	365	5 技術・工学	596	0577		00280944
BK_96043460	死がやさしく笑っても			北方謙三|著	角川書店	1996	4048729349	20cm	300	9 文学	913	0093		00121585
BK_96043468	地の星	流転の海第2部		宮本輝|著	新潮社	1996	4101307512	15cm	494	9 文学	913	0193		00103838
BK_96043489	陛下			久世光彦|著	新潮社	1996	410410101X	20cm	282	9 文学	913	0093		00172894
BK_96043515	今日も、本さがし			高橋英夫|著	新潮社	1996	410312007X	20cm	234	9 文学	914	0095		00077616
BK_96043517	日本の｢私｣からの手紙			大江健三郎|著	岩波書店	1996	4004304245	18cm	214	9 文学	914	0295		00057559
BK_96043888	人は涙とともに蘇る	四十五編の手記			経済界	1996	476678121X	19cm	245	1 哲学	159	0095		00028058
BK_96044004	大蔵省の危機			栗林良光|著	講談社	1996	4062631636	15cm	302	3 社会科学	317	0136		00157416
BK_96044168	活断層とは何か			池田安隆|ほか著	東京大学出版会	1996	4130633090	19cm	228	4 自然科学	453	1044		00412460
BK_96044235	環境外交	国家エゴを超えて		L.E.サスカインド|著;吉岡庸光|訳	日本経済評論社	1996	481880827X	20cm	324	5 技術・工学	519	3036		00516468;00412475
BK_96044499	日本語の語法で撮りたい			篠田正浩|著	日本放送出版協会	1995	4140017392	19cm	227	7 芸術・美術	778	1374		00113751
BK_96044603	伊藤博文と安重根			佐木隆三|著	文芸春秋	1996	4167215136	16cm	297	9 文学	913	0193		00066458
BK_96044634	月の迷宮陽の迷宮	水の都の物語	後編	金蓮花|著	集英社	1996	4086141817	15cm	294	9 文学	913	0193		00368297
BK_96044672	日本ベストミステリー選集		22	日本推理作家協会|編	光文社	1996	433472194X	16cm	440	9 文学	913	0193		00267432
BK_96045113	アジア人が見た8月15日			陸培春|著	かもがわ出版	1995	4876991987	21cm	155	3 社会科学	319	0036		00315976
BK_96045117	アメリカの中の原爆論争	戦後50年スミソニアン展示の波紋		NHK取材班|著	ダイヤモンド社	1996	4478190291	19cm	224	3 社会科学	319	0036		00257035
BK_96045189	闘争するフェミニズムへ			大越愛子|著	未来社	1996	4624501152	20cm	268	3 社会科学	367	0036		00153664
BK_96045270	異文化を｢知る｣ための方法			藤巻正己|ほか編	古今書院	1996	4772210393	22cm	242	3 社会科学	389	1039		00413135
BK_96045602	シンセサイザーの全知識			安斎直宗|著	リットーミュージック	1996	4845601060	21cm	222	7 芸術・美術	763	3073		00356794
BK_96045606	小室哲哉深層の美意識			神山典士|著	講談社	1996	4062080761	20cm	246	7 芸術・美術	767	0095		00214919
BK_96045636	サッカーおもしろ科学	科学的分析に基づいた合理的な練習		掛水隆，大橋二郎|共著	東京電機大学出版局	1996	4501614609	21cm	164	7 芸術・美術	783	1075		00413215;00413216
BK_96045776	隠れ菊			連城三紀彦|著	新潮社	1996	4103475064	20cm	580	9 文学	913	0093		00105995
BK_96045883	日本語ってどんな言葉？			佐々木瑞枝|著	筑摩書房	1996	4480041974	19cm	202	分類なし		8381		00171094
BK_96045900	見てわかるルアーフィッシング			桜多吾作|著	小学館	1996	409259075X	19cm	263	分類なし		8676		00119934
BK_96046186	入門インターネット・ビジネス			公文俊平，会津泉|編著	日本経済新聞社	1996	4532144574	19cm	218	0 総記	007	3034		00037349;00159059
BK_96046232	文句があるなら、自分でおやりッ！	私の家事物語		沼野正子|文・絵	草思社	1996	4794206860	20cm	197	0 総記	049	0095		00112946
BK_96046280	東アジア社会と仏教文化			高崎直道，木村清孝|編	春秋社	1996	4393101359	22cm	314	1 哲学	182	0315		00078993;00030980
BK_96046384	バリ	長期滞在者のための最新情報55		旗家風生|著	三修社	1996	4384022808	21cm	198	3 社会科学	302	0026		00413714
BK_96046598	小シーボルト蝦夷見聞記			H.v.シーボルト|著;原田信男|ほか訳注	平凡社	1996	4582805973	18cm	299	3 社会科学	389	0125		00516208;00110402
BK_96046935	フェラーリ赤い帝国	華と艶で彩られた男の肖像		ジョー・ホンダ|著	ベストセラーズ	1996	4584182396	20cm	365	7 芸術・美術	788	0095		00098665
BK_96046960	そのまま使えるスピーチ挨拶実例集			盛田ひろみ|著	新星出版社	1996	4405050708	19cm	430	8 言語	809	2039		00413837
BK_96047076	アルファルファ作戦			筒井康隆|著	中央公論社	1996	4122025168	16cm	321	9 文学	913	1193		00087104
BK_96047087	哀しき檸檬色の密室			吉村達也|著	角川書店	1996	404178915X	15cm	273	9 文学	913	0193		00166344
BK_96047093	黒いコンドル	泣くな！海外駐在課長		仁科透|著	光文社	1996	4334071783	18cm	225	9 文学	913	0293		00147468
