書誌ID	タイトル	副題	巻号	責任表示	出版者	出版年	ISBN	判型	ページ数	ジャンル1	ジャンル2	ジャンル3	ジャンル4	責任表示ID
BK_80025738	新・悪の論理	日本のゲオポリティクはこれだ		倉前盛通|著	日本工業新聞社	1980		19cm	396	3 社会科学	312			00037603
BK_80027603	シルクロード糸綢之路		第2巻		日本放送出版協会	1980		22cm	243	2 歴史	292			
BK_80029015	項羽と劉邦		上巻	司馬遼太郎|著	新潮社	1980		20cm	330	9 文学	913			00070104
BK_80029039	飛鳥へ、そしてまだ見ぬ子へ	若き医師が死の直前まで綴った愛の手記		井村和清|著	祥伝社	1980	4396101686	18cm	231	9 文学	916	0223		00110927
BK_80029451	ツービートのわッ毒ガスだ	ただ今、バカウケの本		ツービート|著	ベストセラーズ	1980		18cm	233	0 総記	049			
BK_80032649	項羽と劉邦		中巻	司馬遼太郎|著	新潮社	1980		20cm	299	9 文学	913			00070104
BK_80036890	ソビエト帝国の崩壊	瀕死のクマが世界であがく		小室直樹|著	光文社	1980		18cm	211	3 社会科学	302			00034884
BK_80037271	項羽と劉邦		下巻	司馬遼太郎|著	新潮社	1980		20cm	289	9 文学	913			00070104
BK_80037773	シルクロード糸綢之路		第3巻		日本放送出版協会	1980		22cm	235	2 歴史	292			
BK_80039930	将軍		上巻	ジェームズ・クラベル|著;宮川一郎|訳	ティビーエス・ブリタニカ	1980		20cm	530	9 文学	933			00436133;00103796
BK_80041517	坂東先生の教育講座	モーニングショー	続	坂東義教|著	全国朝日放送	1980		20cm	242	3 社会科学	379			00099245
BK_80043236	第三の波			アルビン・トフラー|著;鈴木健次|他訳	日本放送出版協会	1980		20cm	642	3 社会科学	304			00458869;00107246
BK_80043684	将軍		中巻	ジェームズ・クラベル|著;宮川一郎|訳	ティビーエス・ブリタニカ	1980		20cm	497	9 文学	933			00436133;00103796
BK_80043978	B&Bの仁義なき戦い	広島ヤクザと岡山ギャングの巻		B&B|著	ベストセラーズ	1980		18cm	223	0 総記	049			
BK_80044082	シルクロード糸綢之路		第4巻		日本放送出版協会	1980		22cm	271	2 歴史	292			
BK_81001949	将軍		下巻	ジェームズ・クラベル|著;宮川一郎|訳	ティビーエス・ブリタニカ	1980		20cm	508	9 文学	933			00436133;00103796
BK_81002556	COSMOS		上	カール・セーガン|著；木村繁|訳	朝日新聞社	1980		20cm	326	4 自然科学	440			00455136;00365937
BK_8100255D	COSMOS		下	カール・セーガン|著；木村繁|訳	朝日新聞社	1980		20cm	338	4 自然科学	440			00455136;00365937
BK_81004371	守護霊を持て	家運をよくする正しい先祖のまつり方		桐山靖雄|著	平河出版社	1980		19cm	187	1 哲学	147			00031641
BK_81012164	シルクロード糸綢之路		第5巻		日本放送出版協会	1981		22cm	269	2 歴史	292			
BK_81014470	なんとなく、クリスタル			田中康夫|著	河出書房新社	1981		20cm	191	9 文学	913			00114294
BK_81018333	シルクロード糸綢之路		第6巻		日本放送出版協会	1981		22cm	271	2 歴史	292			
BK_81020804	窓ぎわのトットちゃん			黒柳徹子|著	講談社	1981		20cm	284	9 文学	916			00038504
BK_81021710	私家版日本語文法			井上ひさし|著	新潮社	1981		20cm	240	8 言語	815			00019498
BK_81022127	つき合い方人間学	嫌な奴とつき合いなさい		竹村健一|著	青春出版社	1981		18cm	236	1 哲学	159			00079914
BK_81025351	この愛いつまでも	若大将の子育て実戦記		加山雄三|著	光文社	1981		18cm	201	3 社会科学	379			00029999
BK_81025694	人間万事塞翁が丙午			青島幸男|著	新潮社	1981		20cm	228	9 文学	913			00002432
BK_81027191	ノストラダムスの大予言		3 1999年の破滅を決定する｢最後の秘詩｣	五島勉|著	祥伝社	1981		18cm	224	1 哲学	147			00005937
BK_81028037	石川節子	愛の永遠を信じたく候		沢地久枝|著	講談社	1981		20cm	253	2 歴史	289			00069234
BK_81030635	明日はわが身	人間ならば魂の開発を		笹沢左保|著	いんなあとりっぷ社	1981		19cm	285	9 文学	914			00067742
BK_81034025	なんて美しい女性だろう！	ちょっとしたしぐさがあなたを変えるー箸の上げおろしから口のきき方まで		千宗室|著	主婦と生活社	1981		19cm	262	1 哲学	159			00069826
BK_81039484	小さな貴婦人			吉行理恵|著	新潮社	1981		20cm	192	9 文学	913			00098105
BK_81040858	雑学おもしろ読本	つい他人に話したくなる		日本社|編	日本社	1981	4931132022	19cm	350	0 総記	031			
BK_81042437	吉里吉里人			井上ひさし|著	新潮社	1981		20cm	834	9 文学	913			00019498
BK_81047382	ビートたけしの三国一の幸せ者			ビートたけし|著;オールナイト・ニッポン|編	サンケイ出版	1981		18cm	238	0 総記	049			00120620
BK_81047907	朝日新聞の用語の手びき			片山朝雄|編	朝日新聞社	1981		15cm	552	8 言語	816			00121398
BK_82000831	君だけマイラブ	ときめきの中で		田原俊彦|著	ワニブックス	1981	4584200254	19cm	210	7 芸術・美術	767			00123139
BK_82004365	国語大辞典			尚学図書|編集	小学館	1981		27cm	2624	8 言語	813			00303537
BK_82005069	男でござる	暴れん坊一代記	風の巻	細川隆元|著	山手	1981		20cm	324	2 歴史	289			00013248
BK_8200506D	男でござる	暴れん坊一代記	龍の巻	細川隆元|著	山手	1981		20cm	389	2 歴史	289			00013248
BK_82005296	叱り方の上手い親下手な親	言い方一つが左右するその子の将来		田中澄江|著	青春出版社	1981		18cm	237	3 社会科学	379			00081954
BK_82009007	私の台所			沢村貞子|著	暮しの手帖社	1981		19cm	243	7 芸術・美術	778			00069195
BK_82009744	悪の管理学	かわいい部下を最大限に鍛える		川上哲治|著	光文社	1981		18cm	200	3 社会科学	336			00029145
BK_82010326	峠の群像		上	堺屋太一|著	日本放送出版協会	1981	4140051000	20cm	379	9 文学	913			00065932
BK_82010367	悪魔の飽食	｢関東軍細菌戦部隊｣恐怖の全貌！　長編ドキュメント		森村誠一|著	光文社	1981		18cm	246	9 文学	916			00047302
BK_82016412	峠の群像		中	堺屋太一|著	日本放送出版協会	1982	4140051019	20cm	388	9 文学	913			00065932
BK_82028559	日本国憲法			写楽編集部|編集	小学館	1982		22cm	127	3 社会科学	323			00303371
BK_82029126	化粧		上	渡辺淳一|著	朝日新聞社	1982		20cm	336	9 文学	913			00091357
BK_8202912D	化粧		下	渡辺淳一|著	朝日新聞社	1982		20cm	294	9 文学	913			00091357
BK_82036163	功、大好き	俳優木村功の愛と死と		木村梢|著	講談社	1982	4061459473	20cm	280	7 芸術・美術	778			00125046
BK_82040090	男は20代に何をなすべきか	"人間の基本"を身につけるために		鈴木健二|著	大和出版	1982		19cm	229	1 哲学	159			00075507
BK_82040694	峠の群像		下	堺屋太一|著	日本放送出版協会	1982	4140051027	20cm	590	9 文学	913			00065932
BK_82042871	プロ野球を10倍楽しく見る方法	抱腹絶倒！		江本孟紀|著	ベストセラーズ	1982	4584004676	18cm	231	7 芸術・美術	783	0275		00124063
BK_82046348	悪魔の飽食		続	森村誠一|著	光文社	1982	4334024777	18cm	232	9 文学	916	0295		00047302
BK_82049392	親離れするとき読む本			神津カンナ|著	青春出版社	1982		18cm	246	3 社会科学	367			00036486
BK_82054105	ノストラダムスの大予言		4	五島勉|著	祥伝社	1982		18cm	215	1 哲学	147			00005937
BK_82054108	気くばりのすすめ			鈴木健二|著	講談社	1982	4062001047	20cm	246	1 哲学	159	0095		00075507
BK_82055110	自分学のすすめ	いま男としてなすべきこと		鈴木健二|著	ダイヤモンド社	1982		19cm	229	1 哲学	159			00075507
BK_82055690	積木くずし	親と子の二百日戦争		穂積隆信|著	桐原書店	1982		19cm	235	9 文学	916			00127855
BK_83002832	プロレスを10倍楽しく見る方法			アブドーラ・ザ・ブッチャー|著;ゴジン・カーン|訳	ワニブックス	1982	4584200440	18cm	223	7 芸術・美術	788			00461982
BK_83003947	プロ野球を20倍楽しく見る方法	痛快無類！		江本孟紀|著	ベストセラーズ	1982	4584004773	18cm	245	7 芸術・美術	783			00124063
BK_83008098	チョッちゃんが行くわよ			黒柳朝|著	主婦と生活社	1982		20cm	225	2 歴史	289			00129807
BK_83009767	新・里見八犬伝	闇の巻	上	鎌田敏夫|著	角川書店	1982		18cm	0	9 文学	913			00101551
BK_8300976D	新・里見八犬伝	光の巻	下	鎌田敏夫|著	角川書店	1982		18cm	0	9 文学	913			00101551
BK_83009771	探偵物語			赤川次郎|著	角川書店	1982		18cm	264	9 文学	913			00000873
BK_83013255	わたしの茶の間			沢村貞子|著	光文社	1982	4334970214	20cm	267	7 芸術・美術	778	0095		00069195
BK_83013989	ルンルンを買っておうちに帰ろう			林真理子|著	主婦の友社	1982	4079169574	18cm	239	0 総記	049			00129352
BK_83017585	女らしさ物語	美しく生きる45章		鈴木健二|著	小学館	1982		19cm	270	1 哲学	159			00075507
BK_83018130	佐川君からの手紙	舞踏会の手帖		唐十郎|著	河出書房新社	1983		20cm	173	9 文学	913			00026798
BK_83020328	私の嫁いびり	覚えてほしいわが家のホームマネージメント		西川勢津子|著	主婦の友社	1982	4079169701	19cm	218	5 技術・工学	590			00055017
BK_83026317	ひとひらの雪		上	渡辺淳一|著	文藝春秋	1983		20cm	314	9 文学	913			00091357
BK_8302631D	ひとひらの雪		下	渡辺淳一|著	文藝春秋	1983		20cm	319	9 文学	913			00091357
BK_83027153	｢プロ野球｣仁義なき大戦争	ストーブリーグ乱闘編		江本孟紀|著	ベストセラーズ	1983	4584004943	18cm	245	7 芸術・美術	783	0275		00124063
BK_83028836	弾丸なき抗争	権謀術数に生きる男の戦い		浜田幸一|著	ベストセラーズ	1983	4584005028	18cm	240	3 社会科学	315			00130911
BK_83030358	意識革命のすすめ			広岡達朗|著	講談社	1983	4062004801	20cm	258	7 芸術・美術	783	0095		00100055
BK_83037386	これからどうなる	日本・世界・21世紀		岩波書店編集部|編	岩波書店	1983		21cm	564	3 社会科学	304			00256659
BK_83045965	気くばりのすすめ		続	鈴木健二|著	講談社	1983	4062005379	20cm	252	1 哲学	159	0095		00075507
BK_83047901	天皇陛下と語る			細川隆元|著	山手書房	1982		20cm	209	2 歴史	288			00013248
BK_83049415	二つの祖国		上	山崎豊子|著	新潮社	1983	4103228105	20cm	298	9 文学	913			00094857
BK_83050433	二つの祖国		中	山崎豊子|著	新潮社	1983	4103228113	20cm	312	9 文学	913			00094857
BK_83050447	生きて行く私		上	宇野千代|著	毎日新聞社	1983		20cm	250	9 文学	914			00088816
BK_8305044D	生きて行く私		下	宇野千代|著	毎日新聞社	1983		20cm	244	9 文学	914			00088816
BK_84001952	二つの祖国		下	山崎豊子|著	新潮社	1983	4103228121	20cm	318	9 文学	913			00094857
BK_84004169	写楽殺人事件			高橋克彦|著	講談社	1983		20cm	332	9 文学	913			00077724
BK_84012973	愛、見つけた	小さな命の置きみやげ		小林完吾|著	二見書房	1983		19cm	246	9 文学	916			00135323
BK_84015224	愛情物語	curtain call		赤川次郎|著	角川書店	1983		18cm	210	9 文学	913			00000873
BK_84015255	メイン・テーマ			片岡義男|著	角川書店	1983		18cm	196	9 文学	913			00027435
BK_84019261	坪内寿夫・経営とはこうするんや	奇跡を呼ぶ男		内藤国夫|著	講談社	1983	4062009226	20cm	265	3 社会科学	336			00050657
BK_84019300	見栄講座	ミーハーのための戦略と展開		馬場康夫|作;松田充信|絵	小学館	1983	4093631417	21cm	207	3 社会科学	365			00134698
BK_84028011	三毛猫ホームズのびっくり箱	ユーモア・ミステリー傑作選		赤川次郎|著	光文社	1984	4334025358	18cm	220	9 文学	913	0293		00000873
BK_84035110	華麗なる探偵たち	ユーモア・ミステリー		赤川次郎|著	徳間書店	1984	4191528807	18cm	231	9 文学	913	0293		00000873
BK_84038890	箱根の坂		上	司馬遼太郎|著	講談社	1984	406201131X	20cm	315	9 文学	913	0093		00070104
BK_84040076	箱根の坂		中	司馬遼太郎|著	講談社	1984	4062011328	20cm	331	9 文学	913	0093		00070104
BK_84041327	メイン・テーマ		part 2	片岡義男|著	角川書店	1984		18cm	182	9 文学	913			00027435
BK_84043914	恋文			連城三紀彦|著	新潮社	1984	4103475021	20cm	213	9 文学	913	0093		00105995
BK_84046424	箱根の坂		下	司馬遼太郎|著	講談社	1984	4062011336	20cm	349	9 文学	913	0093		00070104
BK_84050219	愛のごとく		上	渡辺淳一|著	新潮社	1984	4103248068	20cm	222	9 文学	913	0093		00091357
BK_8405021D	愛のごとく		下	渡辺淳一|著	新潮社	1984	4103248076	20cm	246	9 文学	913	0093		00091357
BK_84050986	アレルギー体質改善はこれしかない	鼻炎・しっしん・ぜんそくは必ず治せる		西田達弘|著	リヨン社	1984	4576840169	18cm	259	4 自然科学	493			00054811
BK_84052403	修羅の群れ	長篇ドキュメンタリー・ノベル	怒濤篇	大下英治|著	徳間書店	1984	4191529404	18cm	236	9 文学	913			00122637
BK_84054233	人生汗と涙と情			浅尾法灯|著	講談社	1984	4062010062	18cm	231	1 哲学	159	0015		00003855
BK_84054356	何が権力か	マスコミはリンチもする		秦野章|著	講談社	1984	4062013762	20cm	216	3 社会科学	304			00008829
BK_85001081	告白ハンパしちゃってごめん			高部知子|著	ワニブックス	1984	458420084X	20cm	227	9 文学	916			00143976
BK_85002239	片翼だけの天使			生島治郎|著	集英社	1984	4087724948	20cm	261	9 文学	913	0093		00018315
BK_85002314	第四の核		上	フレデリック・フォーサイス|著；篠原慎|訳	角川書店	1984	4047911518	20cm	320	9 文学	933	0397		00439870;00072405
BK_85004648	プロ野球知らなきゃ損する	ドえらいこの事実すべて実名です		板東英二|著	青春出版社	1984	4413013514	18cm	249	7 芸術・美術	783	0200		00142364
BK_85004785	天璋院篤姫		上	宮尾登美子|著	講談社	1984	4062005603	20cm	307	9 文学	913	0093		00045215
BK_8500478D	天璋院篤姫		下	宮尾登美子|著	講談社	1984	4062005611	20cm	281	9 文学	913	0093		00045215
BK_85005673	みんなの薬草あまちゃづる	タネ・苗・さし木でどんどん増やせる　飲用実例Q&A		竹本常松，西本喜重|編著	リヨン社	1984	457684041X	18cm	261	6 産業	617			00079892
BK_85005720	NHKクイズ面白ゼミナール		[part 1]	鈴木健二，番組制作グループ|編	日本放送出版協会	1983	4140160365	19cm	261	6 産業	699			
BK_85007222	メイン・テーマ		part 3	片岡義男|著	角川書店	1984	4047744042	18cm	159	9 文学	913			00027435
BK_85008225	女の器量はことばしだい	本音で生きたい		広瀬久美子|著	リヨン社	1984		20cm	245	6 産業	699			00142510
BK_85008995	術語集	気になることば		中村雄二郎|著	岩波書店	1984		18cm	226	1 哲学	104			00052247
BK_85009693	闇狩り師	ミスター仙人・九十九乱蔵　ハイパーアクション	2	夢枕獏|著	徳間書店	1984	4191529900	18cm	246	9 文学	913	0293		00109901
BK_85010275	元禄御畳奉行の日記	尾張藩士の見た浮世		神坂次郎|著	中央公論社	1984	4121007409	18cm	208	2 歴史	210	1221		00035714
BK_85014808	修羅の群れ	長篇ドキュメンタリー・ノベル	首領篇	大下英治|著	徳間書店	1984	4191529919	18cm	221	9 文学	913			00122637
BK_85017044	ソープバスケット		2	日本フラワー技芸協会|編	二見書房	1984	457684086X	19cm	103	5 技術・工学	594			
BK_85017242	プロ野球これだけ知ったらクビになる			板東英二|著	青春出版社	1984	4413013603	18cm	253	7 芸術・美術	783	0200		00142364
BK_85017373	真田太平記		1	池波正太郎|著	朝日新聞社	1984	4022552816	19cm	316	9 文学	913	0393		00018182
BK_85017374	真田太平記		2	池波正太郎|著	朝日新聞社	1984	4022552824	19cm	266	9 文学	913	0393		00018182
BK_85017375	真田太平記		3	池波正太郎|著	朝日新聞社	1984	4022552832	19cm	255	9 文学	913	0393		00018182
BK_85017376	真田太平記		4	池波正太郎|著	朝日新聞社	1984	4022552840	19cm	284	9 文学	913	0393		00018182
BK_85017377	真田太平記		5	池波正太郎|著	朝日新聞社	1984	4022552859	19cm	275	9 文学	913	0393		00018182
BK_85017390	方舟さくら丸			安部公房|著	新潮社	1984	4106006413	20cm	333	9 文学	913	0393		00000116
BK_85017961	生きがいの確信			出口日出麿|著	講談社	1984	4062016575	19cm	254	1 哲学	169	0014		00004702
BK_85021148	真田太平記		6	池波正太郎|著	朝日新聞社	1984	4022552867	19cm	280	9 文学	913	0393		00018182
BK_85021149	真田太平記		7	池波正太郎|著	朝日新聞社	1984	4022552875	19cm	296	9 文学	913	0393		00018182
BK_85021150	真田太平記		8	池波正太郎|著	朝日新聞社	1984	4022552883	19cm	300	9 文学	913	0393		00018182
BK_85021151	真田太平記		9	池波正太郎|著	朝日新聞社	1984	4022552891	19cm	295	9 文学	913	0393		00018182
BK_85021152	真田太平記		10	池波正太郎|著	朝日新聞社	1984	4022552905	19cm	321	9 文学	913	0393		00018182
BK_85021153	真田太平記		11	池波正太郎|著	朝日新聞社	1985	4022552913	19cm	342	9 文学	913	0393		00018182
BK_85021154	真田太平記		12	池波正太郎|著	朝日新聞社	1985	4022552921	19cm	331	9 文学	913	0393		00018182
BK_85021155	真田太平記		13	池波正太郎|著	朝日新聞社	1985	402255293X	19cm	309	9 文学	913	0393		00018182
BK_85021156	真田太平記		14	池波正太郎|著	朝日新聞社	1985	4022552948	19cm	282	9 文学	913	0393		00018182
BK_85021157	真田太平記		15	池波正太郎|著	朝日新聞社	1985	4022552956	19cm	293	9 文学	913	0393		00018182
BK_85027744	打たれ強く生きる			城山三郎|著	日本経済新聞社	1985	4532093600	20cm	229	9 文学	914	0034		00073181
BK_85030332	真田太平記		16	池波正太郎|著	朝日新聞社	1985	4022552964	19cm	310	9 文学	913	0393		00018182
BK_85030333	真田太平記		17	池波正太郎|著	朝日新聞社	1985	4022552972	19cm	294	9 文学	913	0393		00018182
BK_85030334	真田太平記		18	池波正太郎|著	朝日新聞社	1985	4022552980	19cm	305	9 文学	913	0393		00018182
BK_85030368	泥棒よ大志を抱け	ユーモア・ピカレスク		赤川次郎|著	徳間書店	1985	4191530313	18cm	229	9 文学	913	0293		00000873
BK_85034222	早春物語			赤川次郎|著	角川書店	1985	4047710121	18cm	242	9 文学	913	0293		00000873
BK_85035632	豊臣秀長	ある補佐役の生涯	上巻	堺屋太一|著	PHP研究所	1985	4569215246	20cm	233	9 文学	913			00065932
BK_85038241	演歌の虫			山口洋子|著	文芸春秋	1985		20cm	240	9 文学	913			00092859
BK_85040860	首都消失	近未来サスペンス巨篇	上	小松左京|著	徳間書店	1985	4191530569	18cm	283	9 文学	913			00034626
BK_8504086D	首都消失	近未来サスペンス巨篇	下	小松左京|著	徳間書店	1985	4191530577	18cm	311	9 文学	913			00034626
BK_85043564	たけしくん、ハイ！			北野武|著	太田出版	1985	4900416010	19cm	106	9 文学	914	0076		00149124
BK_85044750	プロ野球殺られても書かずにいられない	ここまで知ったらヤミツキになる		板東英二|著	青春出版社	1985	441301376X	18cm	253	7 芸術・美術	783	0200		00142364
BK_85044904	豊臣秀長	ある補佐役の生涯	下巻	堺屋太一|著	PHP研究所	1985	4569215254	20cm	305	9 文学	913			00065932
BK_85053967	世界の終りとハードボイルド・ワンダーランド			村上春樹|著	新潮社	1985	4106006448	20cm	618	9 文学	913	0393		00104237
BK_85055245	上野駅殺人事件	長編推理小説		西村京太郎|著	光文社	1985	4334026036	18cm	216	9 文学	913	0293		00055252
BK_86000332	ああ人間山脈	｢フォーエバーセンセイ｣取材の旅		松山善三|著	潮出版社	1985		20cm	242	1 哲学	188			00042823
BK_86000407	人類みな兄弟			笹川良一|著	講談社	1985	4062020254	20cm	237	3 社会科学	304			00067234
BK_86003571	腹鼓記			井上ひさし|著	新潮社	1985	410302318X	20cm	431	9 文学	913	0093		00019498
BK_86004910	蒼獣鬼		妄霊篇	夢枕獏|著	徳間書店	1985	4191531344	18cm	213	9 文学	913	0293		00109901
BK_86009624	円地文子の源氏物語		巻1	円地文子|著	集英社	1985	4081630062	20cm	278	9 文学	913	1393		00005618
BK_86013285	洋子へ	長門裕之の愛の落書集		長門裕之|著	データハウス	1985	4924442259	19cm	238	7 芸術・美術	778	0036		00104444
BK_86014749	最終便に間に合えば			林真理子|著	文芸春秋	1985		20cm	219	9 文学	913			00129352
BK_86016111	三毛猫ホームズの幽霊クラブ	長編推理小説		赤川次郎|著	光文社	1985	4334026265	18cm	234	9 文学	913	0293		00000873
BK_86016693	知価革命	工業社会が終わる・知価社会が始まる		堺屋太一|著	PHP研究所	1985	4569216021	20cm	308	3 社会科学	304			00065932
BK_86016879	トラ	偉大なる密林の王者		飯島正広|写真	教育社	1986	4315502286	29cm	155	4 自然科学	489			00115875
BK_86017285	円地文子の源氏物語		巻2	円地文子|著	集英社	1985	4081630070	20cm	284	9 文学	913	1393		00005618
BK_86017779	<宗派別>日本の仏教・人と教え		1		小学館	1986	4095810017	19cm	334	1 哲学	182	0315		
BK_86018426	柴犬の飼い方			愛犬の友編集部|編	誠文堂新光社	1986	4416586000	19cm	145	6 産業	645	0376		
BK_86018428	マルチーズの飼い方			愛犬の友編集部|編	誠文堂新光社	1986	4416586027	19cm	145	6 産業	645	0376		
BK_86019309	世界が見える/日本が見える			大前研一|著	講談社	1986	4062023334	19cm	291	3 社会科学	335	0034		00061068
BK_86020741	ファインマン物理学		3	ファインマン|ほか著	岩波書店	1986	4000077139	26cm	315	4 自然科学	420	3042		00439462
BK_86020744	相対性理論の誕生	コペルニクスからアインシュタインまで		ハンス・ライヘンバッハ|著;荻原明男，横家恭介|訳	講談社	1986	4061587161	15cm	173	4 自然科学	421	0142		00453890;00058204;00109646
BK_86020990	強くなる小目の定石	入段編		林海峰|著	日本棋院	1986	4818202711	18cm	173	7 芸術・美術	795	2376		00064409
BK_86021274	メッツガーの犬			トマス・ペリー|著;飯島宏|訳	文芸春秋	1986	4167275538	16cm	358	9 文学	933	0197		00452567;00100710
BK_86021712	ノストラダムスの大予言		5	五島勉|著	祥伝社	1986	4396102607	18cm	216	1 哲学	147	0210		00005937
BK_86021764	パウロ	回心の伝道者		木下順治|著	筑摩書房	1986	4480841520	20cm	304	1 哲学	193			00031536
BK_86022096	遊びと精神医学	こころの全体性を求めて		町沢静夫，吉本隆明|著	創元社	1986	4422110780	19cm	229	4 自然科学	493	0011		00103353;00097630
BK_86022376	どこかおかしい慶弔語	冠婚葬祭・言葉の常識と非常識		吉沢典男|著	ごま書房	1986	4341013823	19cm	217	8 言語	816	0281		00098156
BK_86022388	完訳日本の古典		第30巻		小学館	1986	4095560304	20cm	390	9 文学	910	1393		
BK_86022538	ブルー・ムービー			ジョゼフ・ハンセン|著;大久保寛|訳	早川書房	1986	4150014639	19cm	208	9 文学	933	0297		00442401;00145644
BK_86023081	河上肇			住谷悦治|著	吉川弘文館	1986	4642050299	19cm	339	2 歴史	289	1323		00074965
BK_86023164	借金国の経済学	ブラジル・もう1つの経済原理		東田直彦|著	日本経済新聞社	1986	4532087104	20cm	222	3 社会科学	332			00084299
BK_86023484	兵器最先端		3	読売新聞社|編	読売新聞社	1986	4643547103	22cm	221	5 技術・工学	559	0331		00259670
BK_86023591	レコードの世界史	SPからCDまで		岡俊雄|著	音楽之友社	1986	4276370469	19cm	250	7 芸術・美術	760			00059108
BK_86023753	死はやさしく奪う			栗本薫|著	角川書店	1986	4041500117	15cm	294	9 文学	913	0193		00103020
BK_86023890	宇宙人ビッグスの冒険			ネルソン・ボンド|作;亀山竜樹|訳	岩崎書店	1986	4265015220	19cm	217	分類なし				00433793;00025416
BK_86023910	時間と空間の冒険	世界のSF短編集		福島正実|編	岩崎書店	1986	426501514X	19cm	273	分類なし				
BK_86023923	百万の太陽			福島正実|作	岩崎書店	1986	4265015255	19cm	274	分類なし				00014291
BK_86023925	フェニックス作戦発令			福島正実|作	岩崎書店	1986	4265015204	19cm	249	分類なし				00014291
BK_86024467	インドの大地で	世俗国家の人間模様		五島昭|著	中央公論社	1986	4121007905	18cm	200	3 社会科学	302	1236		00154569
BK_86024617	吉原艶史			北村長吉|著	新人物往来社	1986	4404013140	20cm	285	3 社会科学	384			00155097
BK_86024981	上杉謙信		天の巻	咲村観|著	講談社	1986	4061837028	15cm	355	9 文学	913	0193		00066467
BK_86025010	中国行きのスロウ・ボート			村上春樹|著	中央公論社	1986	4122012880	16cm	238	9 文学	913	1193		00104237
BK_86025045	山田太郎十番勝負			横田順弥|著	角川書店	1986	4041495040	15cm	307	9 文学	913			00096229
BK_86025065	生きることの意味			高史明|著	筑摩書房	1986	4480020349	15cm	249	9 文学	914	0110		00135316
BK_86025077	マンボウ交友録			北杜夫|著	新潮社	1986	4101131317	15cm	281	9 文学	914	0195		00031930
BK_86025080	往きがけの空			中沢けい|著	河出書房新社	1986	4309004202	20cm	212	9 文学	914			00117234
BK_86025160	ちょっと気になる転校生			肥田美代子|作;藤本四郎|絵	ポプラ社	1986	4591022439	22cm	94	分類なし		8093		00119187;00119261
BK_86025483	メディアの現象学	情報という名の牢獄を読む		岡庭昇|著	青峰社	1986	4795274053	20cm	235	0 総記	070	0036		00059986
BK_86025917	国別・外人接待法			樋口修吉|著	講談社	1986	4062019450	19cm	248	3 社会科学	385			00136949
BK_86026345	閑話一滴			水上勉|著	PHP研究所	1986	4569216897	20cm	201	9 文学	914			00043491
BK_86026348	日常茶飯			中里恒子|著	日本経済新聞社	1986	4532093988	22cm	229	9 文学	914			00053204
BK_86026797	中江兆民全集		17		岩波書店	1986	4000908677	20cm	480	0 総記	081			00050905
BK_86026806	ディルタイとフッサール	20世紀哲学の源流		オットー・フリードリヒ・ボルノー|著;高橋義人|訳・解説	岩波書店	1986	4000014447	19cm	232	1 哲学	134			00433764;00126913
BK_86026869	日本古代史		4		集英社	1986	4081880042	20cm	268	2 歴史	210			
BK_86026897	朝鮮近代史			姜在彦|著	平凡社	1986	4582822908	20cm	336	2 歴史	221	0022		00142841
BK_86027004	昭和経済史			中村隆英|著	岩波書店	1986	4000048872	19cm	374	3 社会科学	332	0333		00052035
BK_86027205	昆虫の社会生活			ウィリアム・M.ホイーラー|著;渋谷寿夫|訳;松本忠夫|ほか解説・注	紀伊国屋書店	1986	4314004606	22cm	306	4 自然科学	486			00460718;00070488;00103466
BK_86027597	クリコフの思い出			陳舜臣|著	新潮社	1986	4103347058	20cm	224	9 文学	913			00084124
BK_86027646	ヤマトタケル	歴史ファンタジー		氷室冴子|著;森田じみい|絵	集英社	1986	4086108208	15cm	189	9 文学	913	0193		00099932
BK_86027660	マリコ・その愛			林真理子|著	光文社	1986	433470302X	16cm	306	9 文学	914	0195		00129352
BK_86027741	しろばんば			井上靖|著	講談社	1986	4061882686	22cm	413	分類なし		8393		00019859
BK_86028054	小沢昭一的こころ	滋養豊富・元気の素		小沢昭一，宮腰太郎|著	新潮社	1986	4101313040	15cm	346	0 総記	049	0100		00064240;00125581
BK_86028164	西洋中世都市の自由と自治			林毅|著	敬文堂	1986	4767010616	22cm	244	2 歴史	230	3032		00009752
BK_86028435	生きる			畑正憲|著	筑摩書房	1986	4480020381	15cm	269	4 自然科学	481	0145		00008680
BK_86028469	現代人の心をさぐる	よりよい精神生活のために		小此木啓吾|著	朝日新聞社	1986	4022554274	20cm	273	4 自然科学	493	0047		00060458
BK_86028692	古典芸能うけうり指南			小山観翁|著	三省堂	1986	4385431264	19cm	214	7 芸術・美術	772			00131518
BK_86028848	時の扉			辻邦生|著	文芸春秋	1986	4167409011	16cm	554	9 文学	913	0193		00087251
BK_86028979	くまの子ウーフ		続	神沢利子|作;井上洋介|絵	ポプラ社	1986	4591022544	18cm	190	分類なし		8293		00026791
BK_86029726	死の人類学			内堀基光，山下晋司|著	弘文堂	1986	4335560494	20cm	310	3 社会科学	389			00089267;00156301
BK_86030305	井伏鱒二自選全集		第6巻		新潮社	1986	4106446065	20cm	451	9 文学	918	0393		00016840
BK_86030312	アラビアン・ナイト		14	池田修|訳	平凡社	1986	4582804551	18cm	342	9 文学	929	0197		00017872
BK_86030832	子どもの絵はなぜ面白いか	お母さんが子どもを理解するために		安斎千鶴子|著	講談社	1986	4062017709	22cm	225	3 社会科学	371	0071		00154487
